,NodeType,Env_obj,Env_obj_main,Target,Env_obj_number,Objective,Target.species,PU,link
1620,Environmental objective,EF2,EF,Priority ecosystem function,2,"Create quality instream, floodplain & wetland habitat",Habitat,Lower.Murray.9,1
1621,Environmental objective,EF2,EF,Priority ecosystem function,2,"Create quality instream, floodplain & wetland habitat",Habitat,Lower.Murray.10,1
1622,Environmental objective,EF2,EF,Priority ecosystem function,2,"Create quality instream, floodplain & wetland habitat",Habitat,Lower.Murray.11,1
1623,Environmental objective,EF2,EF,Priority ecosystem function,2,"Create quality instream, floodplain & wetland habitat",Habitat,Lower.Murray.12,1
1624,Environmental objective,EF2,EF,Priority ecosystem function,2,"Create quality instream, floodplain & wetland habitat",Habitat,Lower.Murray.13,1
1625,Environmental objective,EF2,EF,Priority ecosystem function,2,"Create quality instream, floodplain & wetland habitat",Habitat,Menindee.Lakes.14,1
1626,Environmental objective,EF2,EF,Priority ecosystem function,2,"Create quality instream, floodplain & wetland habitat",Habitat,Menindee.Lakes.15,1
1627,Environmental objective,EF2,EF,Priority ecosystem function,2,"Create quality instream, floodplain & wetland habitat",Habitat,Lower.Darling.River...Darling.Anabranch.16,1
1628,Environmental objective,EF2,EF,Priority ecosystem function,2,"Create quality instream, floodplain & wetland habitat",Habitat,Lower.Darling.River...Darling.Anabranch.17,1
1629,Environmental objective,EF2,EF,Priority ecosystem function,2,"Create quality instream, floodplain & wetland habitat",Habitat,Lower.Darling.River...Darling.Anabranch.18,1
1630,Environmental objective,EF2,EF,Priority ecosystem function,2,"Create quality instream, floodplain & wetland habitat",Habitat,Lower.Darling.River...Darling.Anabranch.19,1
1631,Environmental objective,EF2,EF,Priority ecosystem function,2,"Create quality instream, floodplain & wetland habitat",Habitat,Upper.Murray..Murray.source.to.Hume.dam..20,1
1632,Environmental objective,EF2,EF,Priority ecosystem function,2,"Create quality instream, floodplain & wetland habitat",Habitat,Upper.Murray..Murray.source.to.Hume.dam..21,1
1633,Environmental objective,EF2,EF,Priority ecosystem function,2,"Create quality instream, floodplain & wetland habitat",Habitat,Upper.Murray..Murray.source.to.Hume.dam..22,1
1634,Environmental objective,EF2,EF,Priority ecosystem function,2,"Create quality instream, floodplain & wetland habitat",Habitat,Upper.Murray..Murray.source.to.Hume.dam..23,1
1635,Environmental objective,EF2,EF,Priority ecosystem function,2,"Create quality instream, floodplain & wetland habitat",Habitat,Upper.Murray..Murray.source.to.Hume.dam..24,1
1636,Environmental objective,EF2,EF,Priority ecosystem function,2,"Create quality instream, floodplain & wetland habitat",Habitat,Upper.Murray..Murray.source.to.Hume.dam..25,1
1637,Environmental objective,EF2,EF,Priority ecosystem function,2,"Create quality instream, floodplain & wetland habitat",Habitat,Upper.Murray..Murray.source.to.Hume.dam..26,1
1638,Environmental objective,EF2,EF,Priority ecosystem function,2,"Create quality instream, floodplain & wetland habitat",Habitat,Upper.Murray..Murray.source.to.Hume.dam..27,1
1639,Environmental objective,EF2,EF,Priority ecosystem function,2,"Create quality instream, floodplain & wetland habitat",Habitat,Upper.Murray..Murray.source.to.Hume.dam..28,1
1640,Environmental objective,EF2,EF,Priority ecosystem function,2,"Create quality instream, floodplain & wetland habitat",Habitat,Upper.Murray..Murray.source.to.Hume.dam..29,1
1641,Environmental objective,EF2,EF,Priority ecosystem function,2,"Create quality instream, floodplain & wetland habitat",Habitat,Upper.Murray..Murray.source.to.Hume.dam..30,1
1642,Environmental objective,EF2,EF,Priority ecosystem function,2,"Create quality instream, floodplain & wetland habitat",Habitat,Upper.Murray..Murray.source.to.Hume.dam..31,1
1643,Environmental objective,EF2,EF,Priority ecosystem function,2,"Create quality instream, floodplain & wetland habitat",Habitat,Mid.Murray.and.Edward.Wakool.32,1
1644,Environmental objective,EF2,EF,Priority ecosystem function,2,"Create quality instream, floodplain & wetland habitat",Habitat,Mid.Murray.and.Edward.Wakool.33,1
1645,Environmental objective,EF2,EF,Priority ecosystem function,2,"Create quality instream, floodplain & wetland habitat",Habitat,Mid.Murray.and.Edward.Wakool.34,1
1646,Environmental objective,EF2,EF,Priority ecosystem function,2,"Create quality instream, floodplain & wetland habitat",Habitat,Mid.Murray.and.Edward.Wakool.35,1
1647,Environmental objective,EF2,EF,Priority ecosystem function,2,"Create quality instream, floodplain & wetland habitat",Habitat,Mid.Murray.and.Edward.Wakool.36,1
1648,Environmental objective,EF2,EF,Priority ecosystem function,2,"Create quality instream, floodplain & wetland habitat",Habitat,Lower.Murray.Darling.37,1
421,Environmental objective,NF4,NF,Native fish,4,Improve native fish population structure for moderate to long-lived flow pulse specialist native fish species,silver perch,Mid.Murray.1,0
1650,Environmental objective,EF3a,EF,Priority ecosystem function,3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Dispersal & migration,Mid.Murray.2,1
1651,Environmental objective,EF3a,EF,Priority ecosystem function,3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Dispersal & migration,Mid.Murray.3,1
1652,Environmental objective,EF3a,EF,Priority ecosystem function,3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Dispersal & migration,Mid.Murray.4,1
1653,Environmental objective,EF3a,EF,Priority ecosystem function,3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Dispersal & migration,Edward.Wakool.5,1
1654,Environmental objective,EF3a,EF,Priority ecosystem function,3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Dispersal & migration,Edward.Wakool.6,1
1655,Environmental objective,EF3a,EF,Priority ecosystem function,3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Dispersal & migration,Edward.Wakool.7,1
1656,Environmental objective,EF3a,EF,Priority ecosystem function,3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Dispersal & migration,Lower.Murray.8,1
1657,Environmental objective,EF3a,EF,Priority ecosystem function,3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Dispersal & migration,Lower.Murray.9,1
1658,Environmental objective,EF3a,EF,Priority ecosystem function,3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Dispersal & migration,Lower.Murray.10,1
1659,Environmental objective,EF3a,EF,Priority ecosystem function,3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Dispersal & migration,Lower.Murray.11,1
1660,Environmental objective,EF3a,EF,Priority ecosystem function,3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Dispersal & migration,Lower.Murray.12,1
1661,Environmental objective,EF3a,EF,Priority ecosystem function,3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Dispersal & migration,Lower.Murray.13,1
1662,Environmental objective,EF3a,EF,Priority ecosystem function,3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Dispersal & migration,Menindee.Lakes.14,1
1663,Environmental objective,EF3a,EF,Priority ecosystem function,3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Dispersal & migration,Menindee.Lakes.15,1
1664,Environmental objective,EF3a,EF,Priority ecosystem function,3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Dispersal & migration,Lower.Darling.River...Darling.Anabranch.16,1
1665,Environmental objective,EF3a,EF,Priority ecosystem function,3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Dispersal & migration,Lower.Darling.River...Darling.Anabranch.17,1
1666,Environmental objective,EF3a,EF,Priority ecosystem function,3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Dispersal & migration,Lower.Darling.River...Darling.Anabranch.18,1
1667,Environmental objective,EF3a,EF,Priority ecosystem function,3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Dispersal & migration,Lower.Darling.River...Darling.Anabranch.19,1
1668,Environmental objective,EF3a,EF,Priority ecosystem function,3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Dispersal & migration,Upper.Murray..Murray.source.to.Hume.dam..20,1
1669,Environmental objective,EF3a,EF,Priority ecosystem function,3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Dispersal & migration,Upper.Murray..Murray.source.to.Hume.dam..21,1
1670,Environmental objective,EF3a,EF,Priority ecosystem function,3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Dispersal & migration,Upper.Murray..Murray.source.to.Hume.dam..22,1
1671,Environmental objective,EF3a,EF,Priority ecosystem function,3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Dispersal & migration,Upper.Murray..Murray.source.to.Hume.dam..23,1
1672,Environmental objective,EF3a,EF,Priority ecosystem function,3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Dispersal & migration,Upper.Murray..Murray.source.to.Hume.dam..24,1
1673,Environmental objective,EF3a,EF,Priority ecosystem function,3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Dispersal & migration,Upper.Murray..Murray.source.to.Hume.dam..25,1
1674,Environmental objective,EF3a,EF,Priority ecosystem function,3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Dispersal & migration,Upper.Murray..Murray.source.to.Hume.dam..26,1
1675,Environmental objective,EF3a,EF,Priority ecosystem function,3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Dispersal & migration,Upper.Murray..Murray.source.to.Hume.dam..27,1
1676,Environmental objective,EF3a,EF,Priority ecosystem function,3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Dispersal & migration,Upper.Murray..Murray.source.to.Hume.dam..28,1
1677,Environmental objective,EF3a,EF,Priority ecosystem function,3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Dispersal & migration,Upper.Murray..Murray.source.to.Hume.dam..29,1
1678,Environmental objective,EF3a,EF,Priority ecosystem function,3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Dispersal & migration,Upper.Murray..Murray.source.to.Hume.dam..30,1
1679,Environmental objective,EF3a,EF,Priority ecosystem function,3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Dispersal & migration,Upper.Murray..Murray.source.to.Hume.dam..31,1
1680,Environmental objective,EF3a,EF,Priority ecosystem function,3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Dispersal & migration,Mid.Murray.and.Edward.Wakool.32,1
1681,Environmental objective,EF3a,EF,Priority ecosystem function,3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Dispersal & migration,Mid.Murray.and.Edward.Wakool.33,1
1682,Environmental objective,EF3a,EF,Priority ecosystem function,3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Dispersal & migration,Mid.Murray.and.Edward.Wakool.34,1
1683,Environmental objective,EF3a,EF,Priority ecosystem function,3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Dispersal & migration,Mid.Murray.and.Edward.Wakool.35,1
1684,Environmental objective,EF3a,EF,Priority ecosystem function,3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats within catchments,Dispersal & migration,Lower.Murray.Darling.37,1
1685,Environmental objective,EF3b,EF,Priority ecosystem function,3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Connectivity,Lower.Murray.8,1
1686,Environmental objective,EF3b,EF,Priority ecosystem function,3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Connectivity,Lower.Murray.9,1
1687,Environmental objective,EF3b,EF,Priority ecosystem function,3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Connectivity,Lower.Murray.10,1
1688,Environmental objective,EF3b,EF,Priority ecosystem function,3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Connectivity,Lower.Murray.11,1
1689,Environmental objective,EF3b,EF,Priority ecosystem function,3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Connectivity,Lower.Murray.12,1
1690,Environmental objective,EF3b,EF,Priority ecosystem function,3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Connectivity,Lower.Murray.13,1
1691,Environmental objective,EF3b,EF,Priority ecosystem function,3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Connectivity,Menindee.Lakes.14,1
1692,Environmental objective,EF3b,EF,Priority ecosystem function,3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Connectivity,Menindee.Lakes.15,1
1693,Environmental objective,EF3b,EF,Priority ecosystem function,3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Connectivity,Lower.Darling.River...Darling.Anabranch.16,1
1694,Environmental objective,EF3b,EF,Priority ecosystem function,3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Connectivity,Lower.Darling.River...Darling.Anabranch.17,1
1695,Environmental objective,EF3b,EF,Priority ecosystem function,3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Connectivity,Lower.Darling.River...Darling.Anabranch.18,1
1696,Environmental objective,EF3b,EF,Priority ecosystem function,3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Connectivity,Lower.Darling.River...Darling.Anabranch.19,1
1697,Environmental objective,EF3b,EF,Priority ecosystem function,3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Connectivity,Mid.Murray.and.Edward.Wakool.35,1
1698,Environmental objective,EF3b,EF,Priority ecosystem function,3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Connectivity,Lower.Murray.Darling.37,1
1964,Environmental objective,OS3b,OS,Other species,3b,Maintain & increase number of wetland sites occupied by the threatened Sloanes froglet,Sloanes froglet,Mid.Murray.1,1
1700,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Aquatic productivity (Primary & Secondary),Mid.Murray.2,1
1701,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Aquatic productivity (Primary & Secondary),Mid.Murray.3,1
1702,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Aquatic productivity (Primary & Secondary),Mid.Murray.4,1
1703,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Aquatic productivity (Primary & Secondary),Edward.Wakool.5,1
1704,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Aquatic productivity (Primary & Secondary),Edward.Wakool.6,1
1705,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Aquatic productivity (Primary & Secondary),Edward.Wakool.7,1
1706,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Aquatic productivity (Primary & Secondary),Lower.Murray.8,1
1707,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Aquatic productivity (Primary & Secondary),Lower.Murray.9,1
1708,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Aquatic productivity (Primary & Secondary),Lower.Murray.10,1
1709,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Aquatic productivity (Primary & Secondary),Lower.Murray.11,1
1710,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Aquatic productivity (Primary & Secondary),Lower.Murray.12,1
1711,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Aquatic productivity (Primary & Secondary),Lower.Murray.13,1
1712,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Aquatic productivity (Primary & Secondary),Menindee.Lakes.14,1
1713,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Aquatic productivity (Primary & Secondary),Menindee.Lakes.15,1
1714,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Aquatic productivity (Primary & Secondary),Lower.Darling.River...Darling.Anabranch.16,1
1715,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Aquatic productivity (Primary & Secondary),Lower.Darling.River...Darling.Anabranch.17,1
1716,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Aquatic productivity (Primary & Secondary),Lower.Darling.River...Darling.Anabranch.18,1
1717,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Aquatic productivity (Primary & Secondary),Lower.Darling.River...Darling.Anabranch.19,1
1718,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Aquatic productivity (Primary & Secondary),Upper.Murray..Murray.source.to.Hume.dam..20,1
1719,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Aquatic productivity (Primary & Secondary),Upper.Murray..Murray.source.to.Hume.dam..21,1
1720,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Aquatic productivity (Primary & Secondary),Upper.Murray..Murray.source.to.Hume.dam..22,1
1721,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Aquatic productivity (Primary & Secondary),Upper.Murray..Murray.source.to.Hume.dam..23,1
1722,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Aquatic productivity (Primary & Secondary),Upper.Murray..Murray.source.to.Hume.dam..24,1
1723,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Aquatic productivity (Primary & Secondary),Upper.Murray..Murray.source.to.Hume.dam..25,1
1724,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Aquatic productivity (Primary & Secondary),Upper.Murray..Murray.source.to.Hume.dam..26,1
1725,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Aquatic productivity (Primary & Secondary),Upper.Murray..Murray.source.to.Hume.dam..27,1
1726,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Aquatic productivity (Primary & Secondary),Upper.Murray..Murray.source.to.Hume.dam..28,1
1727,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Aquatic productivity (Primary & Secondary),Upper.Murray..Murray.source.to.Hume.dam..29,1
1728,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Aquatic productivity (Primary & Secondary),Upper.Murray..Murray.source.to.Hume.dam..30,1
698,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,southern pygmy perch1,Mid.Murray.1,1
1730,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Terrestrial productivity,Mid.Murray.2,1
1731,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Terrestrial productivity,Mid.Murray.3,1
1732,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Terrestrial productivity,Mid.Murray.4,1
1733,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Terrestrial productivity,Edward.Wakool.5,1
1734,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Terrestrial productivity,Edward.Wakool.6,1
1735,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Terrestrial productivity,Edward.Wakool.7,1
1736,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Terrestrial productivity,Lower.Murray.8,1
1737,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Terrestrial productivity,Lower.Murray.9,1
1738,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Terrestrial productivity,Lower.Murray.10,1
1739,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Terrestrial productivity,Lower.Murray.11,1
1740,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Terrestrial productivity,Lower.Murray.12,1
1741,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Terrestrial productivity,Lower.Murray.13,1
1742,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Terrestrial productivity,Menindee.Lakes.14,1
1743,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Terrestrial productivity,Menindee.Lakes.15,1
1744,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Terrestrial productivity,Lower.Darling.River...Darling.Anabranch.16,1
1745,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Terrestrial productivity,Lower.Darling.River...Darling.Anabranch.17,1
1746,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Terrestrial productivity,Lower.Darling.River...Darling.Anabranch.18,1
1747,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Terrestrial productivity,Lower.Darling.River...Darling.Anabranch.19,1
1748,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Terrestrial productivity,Upper.Murray..Murray.source.to.Hume.dam..20,1
1749,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Terrestrial productivity,Upper.Murray..Murray.source.to.Hume.dam..21,1
1750,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Terrestrial productivity,Upper.Murray..Murray.source.to.Hume.dam..22,1
1751,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Terrestrial productivity,Upper.Murray..Murray.source.to.Hume.dam..23,1
1752,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Terrestrial productivity,Upper.Murray..Murray.source.to.Hume.dam..24,1
1753,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Terrestrial productivity,Upper.Murray..Murray.source.to.Hume.dam..25,1
1754,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Terrestrial productivity,Upper.Murray..Murray.source.to.Hume.dam..26,1
1755,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Terrestrial productivity,Upper.Murray..Murray.source.to.Hume.dam..27,1
1756,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Terrestrial productivity,Upper.Murray..Murray.source.to.Hume.dam..28,1
1757,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Terrestrial productivity,Upper.Murray..Murray.source.to.Hume.dam..29,1
1758,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Terrestrial productivity,Upper.Murray..Murray.source.to.Hume.dam..30,1
924,Environmental objective,NF7,NF,Native fish,7,Increase the prevalence and/or expand the population of key short to moderate-lived floodplain specialist native fish species into new areas (within historical range),southern pygmy perch1,Mid.Murray.1,1
1760,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Decompsition ,Mid.Murray.2,1
1761,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Decompsition ,Mid.Murray.3,1
1762,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Decompsition ,Mid.Murray.4,1
1763,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Decompsition ,Edward.Wakool.5,1
1764,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Decompsition ,Edward.Wakool.6,1
1765,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Decompsition ,Edward.Wakool.7,1
1766,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Decompsition ,Lower.Murray.8,1
1767,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Decompsition ,Lower.Murray.9,1
1768,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Decompsition ,Lower.Murray.10,1
1769,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Decompsition ,Lower.Murray.11,1
1770,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Decompsition ,Lower.Murray.12,1
1771,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Decompsition ,Lower.Murray.13,1
1772,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Decompsition ,Menindee.Lakes.14,1
1773,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Decompsition ,Menindee.Lakes.15,1
1774,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Decompsition ,Lower.Darling.River...Darling.Anabranch.16,1
1775,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Decompsition ,Lower.Darling.River...Darling.Anabranch.17,1
1776,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Decompsition ,Lower.Darling.River...Darling.Anabranch.18,1
1777,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Decompsition ,Lower.Darling.River...Darling.Anabranch.19,1
1778,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Decompsition ,Upper.Murray..Murray.source.to.Hume.dam..20,1
1779,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Decompsition ,Upper.Murray..Murray.source.to.Hume.dam..21,1
1780,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Decompsition ,Upper.Murray..Murray.source.to.Hume.dam..22,1
1781,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Decompsition ,Upper.Murray..Murray.source.to.Hume.dam..23,1
1782,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Decompsition ,Upper.Murray..Murray.source.to.Hume.dam..24,1
1783,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Decompsition ,Upper.Murray..Murray.source.to.Hume.dam..25,1
1784,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Decompsition ,Upper.Murray..Murray.source.to.Hume.dam..26,1
1785,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Decompsition ,Upper.Murray..Murray.source.to.Hume.dam..27,1
1786,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Decompsition ,Upper.Murray..Murray.source.to.Hume.dam..28,1
1787,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Decompsition ,Upper.Murray..Murray.source.to.Hume.dam..29,1
1788,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Decompsition ,Upper.Murray..Murray.source.to.Hume.dam..30,1
1729,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Terrestrial productivity,Mid.Murray.1,1
